iter	RMSE
256	0.1603881647
257	0.1602851801
258	0.1602154383
259	0.160159596
260	0.1600737376
261	0.1600282576
262	0.1598063934
263	0.1597558301
264	0.1596953384
265	0.1596614093
266	0.1595694706
267	0.1593019046
268	0.1591307287
269	0.1589774468
270	0.1588719068
271	0.1587353161
272	0.1585183973
273	0.1583382353
274	0.1582403403
275	0.1579831777
276	0.1579254553
277	0.1578787302
278	0.1578008929
279	0.157768885
280	0.1575202813
281	0.157275493
282	0.1571958209
283	0.1571851913
284	0.1569637493
285	0.1567245072
286	0.1565447078
287	0.1565036096
288	0.1562989266
289	0.1561764442
290	0.155963361
291	0.1559106757
292	0.1559004952
293	0.1557395589
294	0.1556945227
295	0.1554693524
296	0.1553013807
297	0.1550805772
298	0.1549527961
299	0.1547448918
300	0.1546286573
301	0.1545178513
302	0.1544785073
303	0.1543573496
304	0.1542910895
305	0.1542476728
306	0.1541438175
307	0.1539999339
308	0.1539005556
309	0.1538145976
310	0.1536732613
311	0.1535325063
312	0.1533987172
313	0.1533571865
314	0.1532626949
315	0.1530939011
316	0.1530427559
317	0.1529380816
318	0.1527688157
319	0.1525763483
320	0.1524822646
321	0.1522474923
322	0.1521285782
323	0.1520543961
324	0.1519520923
325	0.1518611527
326	0.1517879543
327	0.1517335328
328	0.1517222093
329	0.1516962962
330	0.1516175209
331	0.1514141486
332	0.1513849165
333	0.1513187356
334	0.1512516027
335	0.1511936933
336	0.1510373637
337	0.1507752134
338	0.1506997515
339	0.1506691545
340	0.1504671423
341	0.15030771
342	0.1501591768
343	0.1501313128
344	0.1499817716
345	0.1499274014
346	0.1496952333
347	0.1496630862
348	0.1496099195
349	0.1495014809
350	0.1492566855
351	0.1492199802
352	0.1491489085
353	0.1490576061
354	0.1490260992
355	0.1488071395
356	0.148758821
357	0.1486195464
358	0.1485886359
359	0.1485237849
360	0.1484888147
361	0.1482911384
362	0.1482140136
363	0.147971546
364	0.1477535537
365	0.1476028525
366	0.1475468469
367	0.1474361583
368	0.1473189296
369	0.1471562192
370	0.14701908
371	0.1469008495
372	0.1466734758
373	0.146555076
374	0.1464167947
375	0.1462036388
376	0.1461808663
377	0.1460073585
378	0.1459854588
379	0.145877551
380	0.1458169665
381	0.1456409615
382	0.1454929182
383	0.1454588379
384	0.1453705482
385	0.1452591617
386	0.1451868806
387	0.14507754
388	0.1449046565
389	0.1447526105
390	0.1445841416
391	0.1444381008
392	0.1442741455
393	0.1441489687
394	0.1440636321
395	0.1439102281
396	0.14382903
397	0.1437250893
398	0.1437011865
399	0.1434709494
400	0.143379554
401	0.1432101887
402	0.1430990621
403	0.1430668643
404	0.1428825398
405	0.1427940378
406	0.1426788598
407	0.1425169098
408	0.1423503838
409	0.1422594577
410	0.1420958818
411	0.1419362209
412	0.1418923407
413	0.1417832395
414	0.1417330105
415	0.1415875237
416	0.1414377621
417	0.1413240962
418	0.1412454892
419	0.1410490717
420	0.1408376787
421	0.1406555047
422	0.140520032
423	0.1404388713
424	0.1403490571
425	0.140178866
426	0.1400993961
427	0.1399509393
428	0.1399172506
429	0.1397159579
430	0.1395990232
431	0.1394992094
432	0.1394427215
433	0.1393222236
434	0.1392537523
435	0.1391489933
436	0.1391035736
437	0.1390013883
438	0.1388570897
439	0.1388117387
440	0.1387991962
441	0.1386836014
442	0.1385782331
443	0.1384507038
444	0.1383392234
445	0.1382492476
446	0.1380945845
447	0.138047678
448	0.1378879689
449	0.1377860306
450	0.1376292724
451	0.137570848
452	0.1375248029
453	0.1374750681
454	0.1374082425
455	0.137246583
456	0.1371328359
457	0.1369968899
458	0.1369292489
459	0.1367963802
460	0.1366513109
461	0.1365025673
462	0.136349314
463	0.136222377
464	0.1361347742
465	0.1360040807
466	0.1356121392
467	0.1355127079
468	0.1352680999
469	0.1351756868
470	0.1350795844
471	0.134995175
472	0.1348846882
473	0.1347523164
474	0.1346405396
475	0.1345573439
476	0.1344386034
477	0.1343340523
478	0.1341101647
479	0.1339413352
480	0.1338342541
481	0.1337061583
482	0.1336462023
483	0.1335692038
484	0.1334512607
485	0.1333974989
486	0.1333087831
487	0.1331867993
488	0.1330340247
489	0.1329490688
490	0.1329073806
491	0.1327771035
492	0.1326951039
493	0.1324770707
494	0.1323191773
495	0.132302113
496	0.1322472508
497	0.1321680922
498	0.1321056679
499	0.1320113131
500	0.1318439801
501	0.1317995181
502	0.1316859537
503	0.1316077215
504	0.1315619062
505	0.1314621261
506	0.1313267467
507	0.1312747436
508	0.1311866196
509	0.1311128133
510	0.1310246439
511	0.1309074063
512	0.1308235385
513	0.1307270088
514	0.1306269868
515	0.130500761
516	0.1304206226
517	0.1302923009
518	0.1302221436
519	0.1301362001
520	0.1300116986
521	0.1298573939
522	0.1297356602
523	0.1295335272
524	0.1294704109
525	0.1294132306
526	0.1292943962
527	0.1291474933
528	0.129078847
529	0.1289860074
530	0.1288767305
531	0.128789159
532	0.1287068242
533	0.1285973231
534	0.1285266674
535	0.1284849011
536	0.1283638995
537	0.1283042498
538	0.1282594206
539	0.1281492313
540	0.1281026043
541	0.1280540748
542	0.1280380454
543	0.1279036616
544	0.1278018267
545	0.1276725195
546	0.1276355614
547	0.1275185318
548	0.1274455963
549	0.1272241192
550	0.1270091101
551	0.1268898731
552	0.1268306861
553	0.1266874565
554	0.126568166
555	0.12644899
556	0.1263754766
557	0.126311825
558	0.1262010631
559	0.1261952052
560	0.1260988116
561	0.1259709453
562	0.1258509762
563	0.1257295234
564	0.1256989964
565	0.125679516
566	0.1255823628
567	0.125541466
568	0.1254211481
569	0.1252868105
570	0.1251106621
571	0.1250218084
572	0.1249826337
573	0.1247269859
574	0.1246918543
575	0.1246410681
576	0.1245511272
577	0.1244402749
578	0.1244010186
579	0.1243761402
580	0.1242480547
581	0.1242374164
582	0.1241466094
583	0.1240632042
584	0.1239759383
585	0.1237676484
586	0.1237570314
587	0.1236465613
588	0.123614821
589	0.1235621105
590	0.1235042098
591	0.123453313
592	0.1233986021
593	0.1232497169
594	0.1231150026
595	0.1230604541
596	0.1229872217
597	0.1229117541
598	0.122891746
599	0.1228086382
600	0.1227089856
601	0.1226795034
602	0.1226132312
603	0.1226070212
604	0.1224977414
605	0.1223929259
606	0.1223169336
607	0.1222303077
608	0.1221452855
609	0.1220259297
610	0.1220068628
611	0.1219558167
612	0.1218550756
613	0.1217860191
614	0.1216678809
615	0.1215714736
616	0.1215077539
617	0.1213999639
618	0.1213553309
619	0.1212738437
620	0.1211932125
621	0.121036297
622	0.1209747055
623	0.120946846
624	0.1208527878
625	0.1208020323
626	0.1206865965
627	0.1205833265
628	0.120512475
629	0.1204764243
630	0.1203733896
631	0.1203058938
632	0.1202124799
633	0.1201535821
634	0.1200730943
635	0.1200092689
636	0.1199219405
637	0.1198259519
638	0.1197465913
639	0.1196485953
640	0.11956197
641	0.1194689459
642	0.1193670326
643	0.1193006071
644	0.119246159
645	0.1191580303
646	0.11908277
647	0.1189810623
648	0.1187531164
649	0.1186573216
650	0.1185940604
651	0.1185009521
652	0.1184270932
653	0.1182979836
654	0.1181717558
655	0.1180836005
656	0.11801927
657	0.1179393616
658	0.1178589503
659	0.1178251705
660	0.117695338
661	0.1176236666
662	0.1175606821
663	0.1174527945
664	0.1174146296
665	0.1173682976
666	0.1173045284
667	0.1172114135
668	0.1171213547
669	0.1170684044
670	0.116998939
671	0.1169550573
672	0.116899952
673	0.1168164048
674	0.1167908138
675	0.1167622567
676	0.1167370132
677	0.1166732509
678	0.1165866933
679	0.1165421433
680	0.1164236944
681	0.1162204161
682	0.1161670818
683	0.1161064646
684	0.1160890853
685	0.115995415
686	0.115950788
687	0.1158828717
688	0.1158331603
689	0.1157173952
690	0.1156536941
691	0.115564363
692	0.1155118718
693	0.1154110078
694	0.1152998159
695	0.1152645024
696	0.1152382441
697	0.1152081799
698	0.1151506838
699	0.1150723478
700	0.1149597544
701	0.114886874
702	0.1148247844
703	0.1148089887
704	0.1147287645
705	0.114709716
706	0.1146605562
707	0.1145806433
708	0.1145783805
709	0.1145400841
710	0.1144545333
711	0.1144304743
712	0.1143424593
713	0.1142840539
714	0.1141878782
715	0.113996411
716	0.1139267948
717	0.1138752775
718	0.1138055092
719	0.1137023233
720	0.1136184824
721	0.1135710014
722	0.1135118007
723	0.1134344196
724	0.1133411657
725	0.1132511789
726	0.1131767256
727	0.1131240054
728	0.113064588
729	0.1130326986
730	0.112966118
731	0.1127757278
732	0.1127042096
733	0.112410793
734	0.1123215759
735	0.1122723306
736	0.1122009689
737	0.1121659668
738	0.1120956956
739	0.1120529202
740	0.1119767297
741	0.1118781473
742	0.1118252144
743	0.1117762311
744	0.1116835707
745	0.1116608183
746	0.1116096401
747	0.1115516863
748	0.1114576849
749	0.1114068132
750	0.1113432998
751	0.11131794
752	0.1111865306
753	0.11114426
754	0.1111194321
755	0.1110085074
756	0.1109505903
757	0.1108874978
758	0.1108435598
759	0.1107999394
760	0.1107001111
761	0.1106542523
762	0.1106243491
763	0.110592214
764	0.1105048237
765	0.1104806612
766	0.1104521006
767	0.1104270922
768	0.1103744339
769	0.1102960613
770	0.1102120107
771	0.1101130327
772	0.1100708485
773	0.1100452838
774	0.1099862778
775	0.1099455974
776	0.1098648577
777	0.1098437857
778	0.109763902
779	0.1096982816
780	0.1096455853
781	0.1095809702
782	0.1094638074
783	0.1094341446
784	0.1094130435
785	0.1093628803
786	0.1093374602
787	0.1093172911
788	0.109261679
789	0.1092313656
790	0.1091855846
791	0.1091474005
792	0.1091210657
793	0.109043643
794	0.1089045132
795	0.108880227
796	0.1088177705
797	0.1087506367
798	0.1086643479
799	0.1085301233
800	0.1084622004
801	0.1084374953
802	0.1083738659
803	0.108286308
804	0.1082624137
805	0.1082556099
806	0.1081761379
807	0.1081669491
808	0.1080887121
809	0.1080204498
810	0.1079415015
811	0.1079167169
812	0.1078685566
813	0.1078192142
814	0.1076666578
815	0.1076202319
816	0.1075925137
817	0.1075458517
818	0.1074985483
819	0.1074536726
820	0.107389885
821	0.1073421164
822	0.1072234405
823	0.1072004644
824	0.1071432176
825	0.1070551103
826	0.1069955922
827	0.1069578462
828	0.1068707344
829	0.1068563645
830	0.1068354936
831	0.106776283
832	0.1066824287
833	0.1065936603
834	0.106425347
835	0.1063668275
836	0.1063383338
837	0.1062587334
838	0.106212692
839	0.1061672275
840	0.1060158442
841	0.1059631264
842	0.1059151621
843	0.1058831167
844	0.1058134954
845	0.1057632071
846	0.1057336758
847	0.1056722631
848	0.1056289024
849	0.1055583181
850	0.1055318439
851	0.1055034078
852	0.1054206325
853	0.1053333415
854	0.1052377958
855	0.1051707627
856	0.1051001215
857	0.1050687612
858	0.1049886123
859	0.1049549488
860	0.1048767614
861	0.1048247092
862	0.1047515422
863	0.1046902253
864	0.1046413684
865	0.1045713508
866	0.1044985397
867	0.1044764885
868	0.104434705
869	0.1043852733
870	0.1043040166
871	0.1041873596
872	0.1041282865
873	0.1040849596
874	0.1040273373
875	0.1039357284
876	0.1038658615
877	0.103797824
878	0.103739141
879	0.1036643077
880	0.103623796
881	0.1035509957
882	0.1035117825
883	0.1034752495
884	0.1034198965
885	0.1033810682
886	0.1033134459
887	0.1032539037
888	0.1031966558
889	0.1031589449
890	0.103078433
891	0.1030040463
892	0.1029288488
893	0.1027839173
894	0.1026941932
895	0.102597549
896	0.1025215397
897	0.1024812743
898	0.1024077804
899	0.1023337952
900	0.1022777163
901	0.1022554132
902	0.1020139282
903	0.1019886192
904	0.1019621517
905	0.1019027175
906	0.1018756337
907	0.1018351798
908	0.101816982
909	0.1016895587
910	0.1016546061
911	0.1016123197
912	0.1015890521
913	0.1015422126
914	0.1014835851
915	0.1014531348
916	0.1014049089
917	0.1012987174
918	0.101227712
919	0.1012013423
920	0.1010978724
921	0.1010202581
922	0.1010028402
923	0.1009432736
924	0.1008444733
925	0.1008021599
926	0.1007411397
927	0.1007154701
928	0.1006884946
929	0.1006515953
930	0.1006162508
931	0.1005521377
932	0.1004889879
933	0.1004304179
934	0.1003405602
935	0.1002694192
936	0.1001996961
937	0.1001549067
938	0.1001309966
939	0.1000973297
940	0.1000789026
941	0.100038065
942	0.09998100837
943	0.09989116827
944	0.09983928303
945	0.0997720217
946	0.09972779267
947	0.09967163258
948	0.09965070216
949	0.09961376781
950	0.09957280368
951	0.09946096871
952	0.09941656082
953	0.09937841598
954	0.09934625796
955	0.09931313397
956	0.09926028004
957	0.09921304185
958	0.09916661362
959	0.09912711734
960	0.09909597788
961	0.0990738953
962	0.0990075697
963	0.09897885864
964	0.09892256426
965	0.09886374311
966	0.09874773066
967	0.0987220985
968	0.09869541723
969	0.09858706686
970	0.09851280415
971	0.09843090772
972	0.09839902853
973	0.0982972923
974	0.09824704867
975	0.09819953739
976	0.09819560012
977	0.09816882303
978	0.09809910132
979	0.09806322554
980	0.09802471684
981	0.09797059376
982	0.09794800379
983	0.09793215277
984	0.09787444549
985	0.09782384767
986	0.09775154487
987	0.09769554434
988	0.09755785668
989	0.0975128587
990	0.0974611109
991	0.09739818292
992	0.09735643695
993	0.09729195106
994	0.09723359337
995	0.09720892276
996	0.09716891085
997	0.09715170336
998	0.09709092607
999	0.09706228801
